"A","B","C","D","E","F","G"
-0.560475646552213,1.04001576056865,-1.27603654812744,1.57770355453398,-0.154121599467987,1.4445686892424,0.210290473685505
-0.23017748948328,2.05279588754101,-1.15504378850783,2.10919998849224,2.62843441494663,3.11346825371647,2.43271400390628
1.55870831414912,2.7053774796976,0.761373916497899,1.44559894560433,0.637204433220378,3.91745716353912,0.912843264074726
0.070508391424576,3.27563436018273,-0.0969209371444466,2.59565946757629,2.84767851761113,2.64660346708705,2.19384209912219
0.129287735160946,2.27756606323491,-2.48469890716996,5.19278647639431,1.89820897123211,0.706969693092356,4.28349433020561
1.71506498688328,2.75678367341015,1.89810594916102,2.89233355775305,3.51091096790846,5.513466472463,2.75429759828269
0.460916205989202,0.561840000706034,0.480183838979791,2.30677989093754,0.810068054210739,0.905597930758408,2.3530415579557
-1.26506123460653,0.344269906418734,1.78367675584506,1.05646243622838,-0.00618191851248078,0.788766147887287,3.24227709369107
-0.686852851893526,3.496536570618,0.341771812104334,4.05739989559404,1.57190399652272,3.0028753664435,3.32471488717076
-0.445661970099958,1.08270800278897,-0.669790294011972,1.7051687929643,0.627104377427979,2.43179944515685,0.108208790166093
1.22408179743946,2.14326613209871,3.40943204567783,3.86420824815055,2.20226437005642,4.4113961534701,5.56524588258456
0.359813827057364,2.94079856442374,3.01213293744419,2.55492557796223,4.03924722097502,5.05682838185689,2.7197455339604
0.400771450594052,2.76191028531818,-1.01832609099315,1.22427703104102,0.741174354393057,1.29066531962405,0.426118866019394
0.11068271594512,2.84017522934737,0.524373313927984,3.88667234367086,1.47788931145512,2.36770227658355,4.215553700699
-0.555841134754075,1.2773520070414,-0.489167486009187,1.65641237843466,-0.66356484507837,1.6306140102402,1.75643515008916
1.78691313680308,4.55218472570213,1.08050771495555,5.64993688852175,4.71051388725183,6.15946247022825,6.69659587121584
0.497850478229239,1.22567152238538,0.476467967683434,1.98234833214907,-0.85569324823306,0.926917310252358,1.29530435259337
-1.96661715662964,0.37782950672263,-2.24520904118387,2.71822149853895,-1.27923792959441,-0.405153893876866,1.22970416224526
0.701355901563685,1.85694438403299,0.636267531024404,2.65008802833052,3.3086839715038,2.45811919717543,1.98156694404273
-0.472791407727934,2.30252551183484,1.51285165927783,2.26274237862461,-0.624927032440425,1.82038746259428,2.47899282419766
-1.06782370598685,1.27574779661266,-0.698001857128225,2.61862206544869,1.04723261705584,3.57440165803954,4.06690823578566
-0.217974914658295,2.9353281500435,-0.271914168027601,2.59549127540898,0.215980280813885,1.69689838015236,2.16612453956008
-1.02600444830724,3.23769731033555,0.885569782183847,4.95114734848882,2.52600590566318,4.39402897980278,4.78245054259522
-0.72889122929114,1.55754254829207,0.533950626037379,2.23686380060796,-1.53083193107826,-0.127276148779678,2.73828356426324
-0.625039267849257,0.965351933522212,-1.96101445230591,-0.354110739464043,-0.895499068809322,0.664099403038739,-2.31985882971355
-1.68669331074241,-0.172871375112635,-0.61478968210902,0.406819957315127,-1.14986107554308,1.27689163402246,1.07382311582017
0.837787044494525,2.40719565336497,2.072440756925,1.05266503056844,3.06450207075981,4.01040335835941,1.71801078509141
0.153373117836515,2.05309665790883,1.4919629088374,0.258812354441581,-0.160530163546725,1.06385534139068,0.124770110453931
-1.13813693701195,3.08129236511102,-0.149116864691744,3.21611330666532,2.15585346325643,2.22145280183867,3.20917105198741
1.25381492106993,1.87394239411817,1.34812826764786,2.95962031258036,-0.133439802009069,2.30683671268258,3.0197422712233
0.426464221476814,1.24795394065657,-0.983703101450277,1.11214086979428,-0.354073982437522,0.544568090041618,0.455830772406824
-0.295071482992271,1.3559761232884,0.152595825385238,0.620340960177942,0.951442846583354,2.03294146277474,0.504470555597591
0.895125661045022,3.30365999233433,-0.506886104665311,2.71053124740566,1.69954356738297,2.980453506906,3.78392889501862
0.878133487533042,3.52361864976384,-0.0189513243304232,1.91600778248421,1.16333058217252,2.61821936374672,1.16391660957186
0.821581081637487,1.74933016606814,1.34639422459835,2.92753291139777,-0.15460378781946,1.66902743138495,4.1275969873428
0.688640254100091,2.67795080962966,-0.792572984641098,3.44906857184907,0.599601645180546,1.98933033875888,2.95155262828648
0.553917653537589,2.40024114493249,0.543877077641853,1.08487729188653,1.30072058504082,3.9669313412411,0.916214982925635
-0.0619117105767217,3.14567710196439,0.397376184183183,2.57790510980437,1.03500448186719,3.44000694197612,1.83464545327334
-0.305962663739917,2.84442210551012,-0.0980693620303287,4.03831152894669,3.00058010846742,3.37546582271209,3.22814662150263
-0.380471001012383,1.38334250475557,1.63195332132922,1.80028051800083,3.12405849262978,3.04060233559916,1.997120470836
-0.694706978920513,1.49022818352551,-1.36970081803551,2.05267562093274,3.11863980561428,3.64609506264753,2.39014923513496
-0.207917278019599,2.48638879098586,0.5021716224258,3.15771237766811,2.12858374089609,2.93071633137052,2.26143686773551
-1.26539635156826,-0.665809717851578,-0.7216287432348,1.16076739418466,-1.0494587483846,-0.465635460641912,2.39936289123666
2.16895596533851,3.42489380679076,0.823645738835332,4.60366880346212,4.20848851945797,5.41897025018532,4.30197499259904
1.20796199830499,3.54124248264647,1.06807223300488,4.25143510646616,1.93183356514662,4.07502873432912,3.59987857891457
-1.12310858320335,0.578280979057202,-1.5819548822856,0.0272296212751912,-0.936727215265209,-0.349688690238564,-1.31618482430549
-0.402884835299076,1.61777393041255,-1.51489333416794,1.7700148259736,1.45878809540714,2.93552908265661,1.17516149606582
-0.466655353623219,1.60566818166772,-0.727808552295032,2.42626622296418,-2.37584298044044,0.402167278371429,3.64055097697237
0.779965118336318,1.90031888035274,2.14173970892361,2.22114334012879,2.78405773800957,2.03512952727348,2.63146405053056
-0.0833690664718292,0.938824910644146,0.0140802413766055,-0.521987843753026,-2.05349689899484,0.72443481494951,-0.559872511010325
0.253318513994755,2.00278757619768,0.458093655225263,1.64383657834399,-2.00436621301406,1.88060075506951,1.86776278747883
-0.028546755348703,1.63013477291395,-0.204120015351891,3.15564549236285,-0.532117040429693,-0.797447026652326,2.82184463505855
-0.0428704572913161,2.7997986998284,0.449057503308167,3.11790625194507,1.70649908882321,2.77285819758675,2.2440741974675
1.36860228401446,4.62476403970649,-0.267378401009917,2.76477439017982,3.91104475284787,6.81602977837374,3.36963678988922
-0.225770985659268,1.80746083210594,1.04502497373901,2.48114878870369,0.904958656555543,1.70008234349384,1.42051966676394
1.51647060442954,3.61184847603518,1.34294056245612,3.36958646001678,1.05505359164426,3.71517498603427,2.58972367713234
-1.54875280423022,0.690582442710094,-1.58082922480682,2.15526158329818,0.336611248254488,0.162559448513643,0.891972402165818
0.584613749636069,3.06905084358999,0.346860120630027,5.25489419226396,3.64202887018651,2.80812171860711,4.5897078807898
