"","Raf","Erk","Plcg","PKC","PKA","PIP2","PIP3","Mek","P38","Jnk","Akt"
"1",-0.734886546509781,-0.798445864964925,-0.561927999515998,0.340490383459934,0.13337583849219,-0.595874228338978,1.25602636443063,-0.58483161729037,0.200747689784975,0.453043066776789,-0.974867916609653
"2",-0.456882099666698,0.157874930241005,-0.297591360310718,-0.855451581119178,0.020864450266873,-0.647247302275758,-0.730371214700598,-0.447287168367315,-0.528532465923857,0.734973825348941,-0.316105027182704
"3",-0.00143892129815641,-0.0471481024128161,-0.161342815433127,0.0451815912802,0.114700033130675,-0.94699073769445,-0.259128399204026,0.158689856852009,-0.04827514692383,-0.0178478866597001,-0.316105027182704
"4",0.185027662580078,-0.914514455653476,0.20332593245307,0.180998865993592,0.30205839070796,-0.778613660714522,-2.57856271469326,0.546998814270973,-0.127826314042783,0.0931908923719868,-1.34603073033608
"5",-0.514079167258867,0.274447117172871,-0.983407620919356,-0.615936113875448,-0.0785289272098527,-0.97532800106776,0.389317588041869,-0.33490517073251,-0.205713914114414,0.917905256519188,0.0392593608393869
"6",-1.04195452946061,-0.254964957546422,-0.0128103596969649,0.180998865993592,0.402175289033796,-0.482536436563922,-0.436011015960362,-1.36054000002257,0.265890639738011,0.694306527299125,-0.554743316177456
"7",-0.254555689014479,-0.548747943007079,-0.430955681878271,0.247993442467761,0.619918414078633,0.591047210071675,-0.0320189533682667,0.0421003721603294,0.0377829353390419,-0.0666777763163115,-0.922425877187802
"8",-0.205548458045118,0.234153931509045,-0.161342815433127,-0.376856376240963,0.215431657466939,-0.289021847447311,0.03929745604183,-0.506035835226546,-0.243528544041776,-0.0012542781600053,0.0214634150896933
"9",0.505141751513452,-0.286570032694925,-0.415815940100409,0.740262355584037,0.183452992725525,-0.510351538799791,0.913432713147796,0.363688719185091,0.423984915333348,0.152814935377775,-0.645716516579853
"10",-0.937566118992468,-0.159128930556716,-1.79050935852708,0.228018955921988,-0.327512469974034,0.855479697316208,0.958060088333693,-0.28413214421009,-0.177905375069726,1.06011306196675,1.13152227102852
"11",-1.1654805737599,0.308845817474675,-0.166805465193249,0.475228021732333,0.189658936499854,-0.640138356802797,-0.408752763291883,-0.451034258693833,0.200747689784975,0.120966765974605,-0.25245408752108
"12",0.200992610307979,0.265643637315171,-0.690782073205053,0.805618494574518,0.0901794631828915,-0.695626906895682,0.444450297660645,-0.245247531211775,0.534574876879948,0.374821706811806,-0.198109837210187
"13",0.323741322116203,-0.790093172002516,-0.554751314987661,0.378614017097909,0.30205839070796,0.164578456745651,-0.364905155627374,0.0923469116654986,0.187650792956778,1.16207172679771,-1.31214201092967
"14",-0.434487365817778,0.122415739863648,-1.01305077352731,0.228018955921988,0.109518119191559,-1.01818472830527,-0.0825428532098594,-0.0954440767627114,0.141625262288525,1.32369331797823,-0.922425877187802
"15",-0.643713513734961,-0.531825577521136,-0.446389417523516,-0.0718773534319285,0.264270311731206,-0.676555499325688,1.02256636519134,-0.213765227329305,-0.421933244216651,-0.609217881826604,-1.84400695994586
"16",-0.157250007584487,0.132686494398794,-0.323868543967936,1.22412837314006,0.095507347944943,-0.79211308009134,-0.39982869890264,-0.557431797082905,0.593674452132252,-1.96469473667507,-0.471246841029907
"17",-0.741764543220509,-0.507009096483567,0.138846342552976,0.972837061747641,-0.93270763230142,-0.907119308012786,-0.135744737406517,-0.150614551627883,0.475836497165203,-1.73486983047115,-0.159847406300613
"18",-0.368162733903969,0.522676846975939,-0.423349763440151,0.318428714938948,-0.295694523450562,0.375491346929653,0.300489312343165,0.0701606543804333,-0.0738390072428731,-0.631980475933861,-0.354350319059671
"19",-0.604317407634574,0.182395158384163,-0.690782073205053,0.598404115647606,-0.0474046841620304,0.595580808056102,-0.0696715149416983,-0.33490517073251,0.0636965797262737,-0.100105489394483,-0.206499712396819
"20",-0.173678450938637,0.633037887792755,-0.235465028714211,0.207489552126618,0.507454214611823,0.630668087557179,0.425105756336833,-0.447287168367315,-0.159052319754269,0.0641856051046497,0.342128387489098
"21",-0.393641945799358,-0.239558627609689,-0.36498870009361,0.0830879006959248,0.626531189701336,0.332276394160189,0.0619865716084458,-0.827793080583762,-0.132938582495177,0.0275949399253527,-0.214959407042212
"22",-0.572272270650951,-0.397455433021752,-0.166805465193249,0.186373515228467,-0.147818101948898,-0.923884085821674,-1.23665044941517,-0.400540998185758,-0.132938582495177,-0.298896952452311,-0.628558852916056
"23",-0.336739397444864,0.605893276311816,-2.29225200174036,-1.75328547833444,0.720266738653557,0.613380595738208,0.352206357879765,-0.123515925885488,0.659658962074897,-0.963075055647758,0.121814858976397
"24",0.152226637798593,-0.424117046112501,-0.118942767869182,0.892918815620757,0.189658936499854,-0.423063929159241,-0.266880952270666,0.285803416548972,0.738226099092354,0.576622479328463,-0.471246841029907
"25",0.152226637798593,1.23117764258666,-0.0128103596969649,0.892918815620757,1.21905890888142,-0.516072523772148,-0.473546252462542,0.131544115156171,0.219961865496885,-0.0776320011100815,0.80798081266384
"26",-0.920580601794431,0.167761210556461,-0.612143374664696,0.175584841688115,0.439791088891811,0.780684908783744,0.958060088333693,-2.17526297790149,-0.112701301584217,-0.685586294873529,-0.143880050176347
"27",-0.377345068698798,0.117237247898779,0.0311131032023046,-0.0155932689574373,0.215431657466939,-0.482536436563922,-0.464030061466148,-0.239887545606982,-0.277133864312807,-0.691196136767646,-0.325532304387999
"28",0.144485202159497,-0.379506162284192,0.0808050588974897,0.554176585657354,0.264270311731206,-0.592600656849906,-0.992784572607143,-0.316503969617978,0.253923302612529,0.712202861726779,-0.582815995830197
"29",-0.482433296297596,0.723567270749583,-0.0310827141145275,0.153523173167112,-0.0717408509386285,0.00790140024853432,0.318026013833989,-0.261612947199188,0.0962497471207982,1.49464772797055,0.149887538629161
"30",-0.343381671181612,-1.0309502637941,-0.253598417765322,0.711884973478012,0.470337830805948,0.14290383209563,0.823016091936321,-0.196116736603199,0.148630078420214,0.0931908923719868,-1.12264210686713
"31",-0.238582607930779,0.38962718217432,-0.241463641424763,0.441883523174858,0.96934688181826,-0.504684526188176,-0.811347767518567,-0.477921768750892,0.088720013266199,0.0275949399253527,0.103349957857247
"32",-0.279057021363533,-0.557326736816484,-0.166805465193249,0.852733783122,0.414569778933277,-0.619302780911604,-0.251435253257952,-0.0954440767627114,0.502052049032007,0.221610429607004,-1.28744685063679
"33",0.266714540561031,-0.370660559871942,-1.11284998156605,0.679632101747876,0.146649154453694,0.867087766390867,0.147938552877021,0.530399673964862,0.122007313250368,-0.176825822141499,-0.226349637575688
"34",-0.0435140521909313,-0.490827354612937,0.153633976757885,0.944591164565448,0.332886114294751,-0.602475381379272,-0.282568000075544,-0.418103281905742,0.410728225431671,-0.0739602126461034,-0.672008519326738
"35",-0.0106212560929857,0.182395158384163,-1.54202387807611,0.560659179965988,-0.0344817713171571,-0.105475782908656,-2.03808559290651,-0.344315955979534,-0.04827514692383,0.0212928478444609,-0.27924658109927
"36",-0.0909984656710129,0.234153931509045,-0.393633688917262,0.547636622511979,0.114700033130675,-0.829668988607598,0.606844612671516,-0.608633588372069,0.088720013266199,0.0275949399253527,-0.159847406300613
"37",-0.0183450622875392,0.773402911887559,0.0438303730914036,0.233063419279414,0.158058500199244,0.283435891768129,0.372992827814257,-0.239887545606982,-0.12022455534608,-0.304078106126535,0.0950344314089635
"38",0.894764311471773,-1.06390118072028,-0.734344339819336,-1.08805632777028,0.894715388953485,0.508228978874664,-0.0444135630611369,-0.119113089590992,-0.0621077510830324,0.935405174257509,-1.29561209485581
"39",-0.246533887349761,-1.19804315430523,-0.304079660925004,0.938810084139893,0.389555246038469,0.0519028706925933,0.496712315215614,-0.794758025709063,0.62696175211642,1.26942129142471,-0.482236866336801
"40",-0.0759933844148247,0.830342578052573,-0.605452190372223,0.124986384025873,0.670363152743503,-0.996694021096759,0.207893716378087,-0.112567246193003,-0.264733645519122,-0.258859313905849,0.305461324666162
"41",0.323741322116203,-0.131534093360323,0.275631430859971,-0.603356899311657,0.102548114905399,-0.0191284671412521,0.309295953316619,-0.146014571619083,-0.971720208456195,0.504999702560813,-1.15782096106901
"42",0.547612098584149,0.50577768529551,-0.505411243826575,0.243050206562367,-0.0474046841620304,1.16467170679981,1.2829796781078,0.15307346755778,0.0772774440160683,-0.0776320011100815,-0.0410074793494645
"43",-0.759191907223191,-1.62948331336977,-2.29225200174036,-0.56982900057644,-2.43502184265083,0.533794491657591,0.343769748288538,-0.493829605458127,0.122007313250368,1.57332871868293,-0.867164041903008
"44",-0.148250408866396,-0.0596396222144914,0.344789153226102,0.262627802114501,0.0775862063296971,-0.321390559841462,-0.19917323570296,-0.119113089590992,-0.3883904530444,-0.626853363530012,-0.590981240049213
"45",0.136676933155879,-1.62263618281595,-0.00382933293761626,-0.650012910771048,0.345337249260249,0.138086654061969,0.318026013833989,-0.400540998185758,-0.3883904530444,1.08556917525443,-1.22438369210742
"46",0.0460186373420461,-1.15592386836299,-0.590366329919796,0.579772599111796,0.227236361015763,-0.516072523772148,0.848959412349584,-0.350670594328358,0.259931545039098,0.0759421988336166,-0.590981240049213
"47",0.119524152529072,0.117237247898779,-0.35798590226981,0.805618494574518,0.994478576002838,-0.563914623378762,-0.0632972037925087,0.15307346755778,0.489062190488292,0.453043066776789,-0.143880050176347
"48",0.209473805021325,0.308845817474675,-1.02748772282286,0.507132732170836,-0.26527255877671,-0.699514939120384,0.381188388700565,0.325442429676835,0.219961865496885,-0.107771220367241,-0.206499712396819
"49",-0.14111465422912,-0.848734168192702,-0.683398228620618,0.113255804195379,0.763450962553256,0.543723624853412,1.05853893993848,0.131544115156171,-0.0280065833391164,1.10403272090453,-0.206499712396819
"50",0.266714540561031,-0.531825577521136,0.237009464855081,0.426566684477844,0.215431657466939,-0.471761279822869,0.173356382237534,-0.316503969617978,0.0172026044206447,-0.774169288229339,-0.620087408558878
"51",0.0460186373420461,0.846998134935682,0.160925884889125,-0.151175974231488,0.932240936897787,-0.482536436563922,-1.48866567048627,-0.27842474731782,-0.296139166466964,-0.352649399399181,0.543441445090112
"52",-0.14111465422912,-0.507009096483567,-0.819330997513055,-0.615936113875448,0.470337830805948,0.262573512324464,0.0219376465668607,-0.183813045460484,-0.172468818011649,1.41283712773245,-1.07535137366969
